,id,title,diseno,ncValue,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15,value16
12196,107107.0,Camino Pochy Gimenez Fronton Ward LWC Bridge ( Site 1).,Adquisición de diseño,,,18.2683,-66.465123,A&E MCIA062 - Fronton Roads,PA-02-PR-4339-PW-04340,795141,715627,0,79514,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,17/03/2022,Proyecto 406
12198,107107.0,Skate Recreational Park Complex.,Construcción,N/A,,18.343383,-66.468436,MCIA095 - Skate Park,PA-02-PR-4339-PW-05228,8123,7311,7311,812,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,10/06/2021,Proyecto 406
12200,107107.0,Tortuguero Basketball Court,Construcción,N/A,,18.30365,-66.48243,"MCIA008 - Basketball Courts (Tortuguero, Pesas & Villalobos)",PA-02-PR-4339-PW-09323,31538,28384,28384,3154,Ciales,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,01/09/2021,Proyecto 406
12202,107107.0,Community Center Cumbre.,Adquisición de construcción,,,18.352944,-66.497852,MCIA011 - Community Centers,PA-02-PR-4339-PW-09348,112984,101686,101686,11298,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,01/09/2021,Proyecto 406
12204,107107.0,Sector La Linea Jaguas Ward Road (Site 1),Adquisición de diseño,,,18.302369,-66.468142,A&E MCIA021 - La Linea Sector Jaguas Ward Roads (Site 1-3 & 6-8) ,PA-02-PR-4339-PW-10181,185494,166945,0,18549,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,24/01/2022,Proyecto 406
12206,107107.0,Sector La Linea Jaguas Ward Road (Site 6).,Adquisición de diseño,,,18.294922,-66.464278,A&E MCIA021 - La Linea Sector Jaguas Ward Roads (Site 1-3 & 6-8) ,PA-02-PR-4339-PW-10181,185494,166945,0,18549,Ciales,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,24/01/2022,Proyecto 406
12208,107107.0,Public Works Facilities.,Construcción,10,,18.333918,-66.462483,MCIA004 - Public Works Facilities,PA-02-PR-4339-PW-10300,303808,273427,68357,30381,Ciales,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,08/03/2022,Proyecto 406
12210,107107.0,MCID033 - Baseball Park Bo. Beatriz Sapera Sector,Construcción,80,"PR-787, Ramal PR-7787, Km. 1.5, Sector Sapera, Cidra, Puerto Rico, 00739",18.1716,-66.11864,MCID033 - Baseball Park Beatriz Sapera Sector ,PA-02-PR-4339-PW-02983,752191,676972,0,75219,Cidra,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,31/12/2020,Proyecto 428
12212,107107.0,MCID168 - Toita - Sector Cotto (Sector Cortes),Diseño,100,"road PR 173 ramal 7775 KM,2.8 Interior Sec cortes, Cidra, Puerto Rico, 00739",18.191858,-66.157049,MCID168 - Toita Sector Cotto (Cortes),PA-02-PR-4339-PW-04664,237176,213458,12551,23718,Cidra,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,30/11/2022,Proyecto 406
12214,107107.0,MCID022 - Cidra Basketball Court (J Cabello),Construcción,N/A,"PR-173, Km. 13.3 (Sport Complex), Cidra, Puerto Rico, 00739",18.18051,-66.15992,MCID014 - Recreational Facilities Bo. Bayamon,PA-02-PR-4339-PW-05038,19918,17926,17926,1992,Cidra,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,29/05/2020,Proyecto 428
12216,107107.0,MCID036 - Basketball Court Bo. Montellano,Construcción,N/A,,,,MCID036 - Basketball Court Bo. Montellano,PA-02-PR-4339-PW-05241,8954,8059,8059,895,Cidra,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,27/05/2020,Proyecto 428
12218,107107.0,MCID014 - Cultural Center,Construcción,N/A,"#24 Jose De Diego Street, Cidra, Puerto Rico, 00739",18.18252,-66.16053,MCID014 - Cultural Center - Small Project,PA-02-PR-4339-PW-06396,11269,10142,10142,1127,Cidra,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,28/10/2020,Proyecto 428
12220,107107.0,MCID019 - Sabanera HACIENDA,Diseño,60,"PR-173, Int. PR-783, Km. 0.3 , Cidra , Puerto Rico, 00739",18.16105,-66.22247,Hacienda Sabanera Multiple Bldgs.  (Cidra),PA-02-PR-4339-PW-08276,1618548,1456693,0,161855,Cidra,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Grande,27/04/2021,Proyecto 428
12222,107107.0,ROAD # 61,Construcción,70,"Rd. 155 Int. Sector Sabaneta  Pedro Garcia Ward, Coamo, Puerto Rico, 00769",18.03205,-66.40216,Road-Asphalt Repair-PR 155 Int Sabaneta Sector Pedro García Ward (Coamo),PA-02-PR-4339-PW-01590,1789771,1610794,427746,178977,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,15/11/2019,Proyecto 428
12224,107107.0,ROAD # 34,Construcción,90,"Road PR 150 INT., Coamo, Puerto Rico, 00719",18.094842,-66.39856,Improved Project - MCOA025 -  Zanja Prieta Road,PA-02-PR-4339-PW-01824,920592,828533,300283,92059,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,08/07/2020,Proyecto 428
12226,107107.0,BRIDGE 2 #47,Diseño,5,"Rd. No. 558 Int. Hoya Fria Sector, Pulguila Ward, Coamo, Puerto Rico, 00769",18.077812,-66.362167,MCOA015 - Hoya Fría Bridge #2 (Vado),PA-02-PR-4339-PW-01948,291761,262585,15804,29176,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,26/09/2022,Proyecto 428
12228,107107.0,Hoya Fría BRIDGE 1# 46 (Vado),Construcción,N/A,"Bridge 1 RD 558 Int. Sector Hoya Fria Pulguilla Ward, Coamo, Puerto Rico, 00769",18.149293,-66.323776,Improved Project - MCOA014-Hoya Fría Bridge #1 (Vado),PA-02-PR-4339-PW-02269,44540,40086,40086,4454,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,11/05/2020,Proyecto 428
12230,107107.0,BASKETBALL COURT,Construcción,N/A,"El Cerro Sector, Coamo, Puerto Rico, 00769",18.084387,-66.359874,MCOA098- Coamo Basketball Court (El Cerro Sector),PA-02-PR-4339-PW-03110,38463,34617,34617,3846,Coamo,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,05/03/2020,Proyecto 406
12232,107107.0,MUNICIPAL STREET # 82,Adquisición de construcción,,"COAMO, Puerto Rico, 00769",18.0757,-66.37815,"Road-Asphalt Repair-(VaRíous sectors) Bella Vista, Vista Mar, Tamarindo, Villa Tropical, Villa de las Brisas, Los llanos, Toro-Toro(Coamo)",PA-02-PR-4339-PW-03147,1003306,902975,550988,100331,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,27/05/2020,Proyecto 428
12234,107107.0,ROAD 153 INT. Callejon despues Panaderia  Las Flores,Construcción,95,"ROAD 153, INT., Coamo, Puerto Rico, 00769",18.042315,-66.362511,"MCOA120- Coamo Steets Bo. San Idelfonso Sector Las Flores, Parcelas, Luis Cartagena, Johnny, Gallera, Panaderia",PA-02-PR-4339-PW-03261,651348,586213,518277,65135,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,27/05/2020,Proyecto 428
12236,107107.0,MUNICIPAL STREET # 66-URB. PARAISO DE COAMO,Construcción,80,"BDA. ZAMBRANA, COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project -  MCOA119 - Coamo Streets Municipal Urb. Paraiso de Coamo, Mansiones de Coamo, Fuentes de Coamo",PA-02-PR-4339-PW-03269,602974,542677,431516,60297,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,25/05/2022,Proyecto 428
12238,107107.0,ROAD 14 INT. CALLEJON 5 NIAGARAS,Completado,,"ROAD 14 INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"MCOA139-Coamo Streets Barrio Niagaras, Callejón 2,3,4,5,6",PA-02-PR-4339-PW-03348,109819,98837,98837,10982,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,08/07/2020,Proyecto 428
12240,107107.0,BASKETBALL COURT,Construcción,N/A,"Rd. 704 , Coamo, Puerto Rico, 00769",18.07486,-66.3214,Improved Project - MCOA095 - Coamo Basketball Court (Rd.704 Cuyon Ward),PA-02-PR-4339-PW-03433,26474,23827,23827,2647,Coamo,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,05/03/2020,Proyecto 406
12242,107107.0,ROAD 150 INT. SECTOR DESCALABRADO SANTA CATALINA WARD,Construcción,35,"ROAD 150, INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project - MCOA045 - Coamo Streets Road 150 (Santa Catalina) Entrada Parque, Km 14.9, Sector Descalabrado, Patón & Km 16.2",PA-02-PR-4339-PW-03502,931882,838694,171506,93188,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,08/01/2021,Proyecto 428
12244,107107.0,ROAD 143 INT LOMA LINDA SECTOR  HAYALES WARD,Construcción,25,"ROAD 143 INT, COAMO, Puerto Rico, 00769",18.16991,-66.36149,"Road-Asphalt Repair- PR-143 Int. Llanada Final, Hayales Ward(Coamo)",PA-02-PR-4339-PW-03519,2262567,2036310,518189,226257,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,14/01/2022,Proyecto 428
12246,107107.0,ELDERLY CARE CENTER,Construcción,N/A,"ROAD 154 KM. 2.8, COAMO, Puerto Rico, 00769",18.080633,-66.35699,MCOA074-Coamo Elderly Care Center (Road 154 KM 2.8),PA-02-PR-4339-PW-03541,13578,12220,12220,1358,Coamo,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,18/02/2020,Proyecto 406
12248,107107.0,GYM,Construcción,N/A,"COAMO, Puerto Rico, 00769",18.080633,-66.35699,MCOA058-Coamo GYM (Rio Jueyes Sector),PA-02-PR-4339-PW-03574,44352,39917,39917,4435,Coamo,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,27/11/2020,Proyecto 428
12250,107107.0,ROAD 545 INT. COTO RUIZ LOS LLANOS,Construcción,95,"ROAD 545, INT., COAMO, Puerto Rico, 00769",18.0672,-66.40939,"Road- Asphalt Repair-PR-14, PR-545 (Coamo)",PA-02-PR-4339-PW-03628,6011794,5410615,1172297,601179,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,24/03/2022,Proyecto 428
12252,107107.0,ROAD 14 INT. URB. EL EDEN SAN ILDEFONSO WARD,Construcción,10,"ROAD 14 INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"MCOA133-Coamo Streets, San Antonio, El Eden, Cambalache",PA-02-PR-4339-PW-03808,206473,185826,0,20647,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,14/08/2020,Proyecto 428
12254,107107.0,BASEBALL FIELD,Construcción,50,"COAMO, Puerto Rico, 00769",18.080633,-66.35699,Improved Project - MCOA090 - Coamo Baseball Field (Sabana Hoyos Sector),PA-02-PR-4339-PW-03847,430202,387182,144468,43020,Coamo,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,16/11/2020,Proyecto 428
12256,107107.0,MUNICIPAL STREET URB. VILLAS DE SAN BLAS ST. MAIN ST.,Completado,,"COAMO, Puerto Rico, 00769",18.080633,-66.35699,MCOA175- Coamo Streets MUNICIPAL STREET URB. VILLAS DE SAN BLAS ST. MAIN ST.,PA-02-PR-4339-PW-03881,80793,72714,72714,8079,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,08/07/2020,Proyecto 428
12258,107107.0,ROAD 150 KM 13.9 INT. SANTA CATALINA,Construcción,90,"ROAD 150, KM 13.9 INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project - MCOA044 - Coamo Streets Road 150 (Santa Catalina) Km 13.9, Guasimita, Km 14.3, Cilantro & Quebrada",PA-02-PR-4339-PW-03897,906122,815510,270715,90612,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,24/04/2020,Proyecto 428
12260,107107.0,ROAD 555 INT. QUEBRADA GRANDE CAMINO EL PARQUECOAMO ARRIBA WARD,Construcción,75,"ROAD 555, INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project - MCOA152-Coamo Roads Quebrada Grande Camino Parque, Aurelia, Camino Tata",PA-02-PR-4339-PW-03927,247594,222835,55242,24759,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,13/11/2020,Proyecto 428
12262,107107.0,ROAD 555 INT. QUEBRADA GRANDE CAMINO AURELIA QUINTERO COAMO ARRIBA WARD,Construcción,75,"ROAD 555, INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project - MCOA152-Coamo Roads Quebrada Grande Camino Parque, Aurelia, Camino Tata",PA-02-PR-4339-PW-03927,247594,222835,55242,24759,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,13/11/2020,Proyecto 428
12264,107107.0,ROAD # 23,Construcción,N/A,"RD. 14 KM 39.3 INT. LAS CALABAZAS , CUYON WARD, COAMO, Puerto Rico, 00719",18.098817,-66.314398,"MCOA115 - Coamo Rd 14 Km 39.3 Cuyon, Bridge Cuyon Calabazas Sector",PA-02-PR-4339-PW-04029,58282,52454,52454,5828,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,13/08/2020,Proyecto 428
12266,107107.0,BASEBALL FIELD # 97,Construcción,N/A,"ROAD. 555, COAMO, Puerto Rico, 00769",18.080633,-66.35699,Improved Project - MCOA081 - Coamo Baseball Field #97 (Rd.555 Quebrada Grande Sector),PA-02-PR-4339-PW-04075,60221,54199,54199,6022,Coamo,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,24/04/2020,Proyecto 428
12268,107107.0,ROAD 555 INT. ATURITA SECTOR  COAMO ARRIBA WARD,Construcción,80,"ROAD 555, INT., COAMO, Puerto Rico, 00769",18.14433,-66.36772,"Road-Asphalt Repair-555, Int. Río Arriba Sector, Coamo Arriba Ward(Coamo)",PA-02-PR-4339-PW-04252,1117567,1005810,362852,111757,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,08/05/2020,Proyecto 428
12270,107107.0,ROAD 150 INT. LOS ORTIZ SECTOR SANTA CATALINA WARD,Adquisición de construcción,,"ROAD 150, INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project - MCOA046- Coamo Streets Road 150 (Santa Catalina) Km 16, Los Ortíz, Km 2, Km 1.6, Int Rio Chiquito",PA-02-PR-4339-PW-04315,753663,678297,402204,75366,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,14/09/2020,Proyecto 428
12272,107107.0,COMMUNITY CENTER Rd. 154 KM 3.3 INT. Sect. Rio Jueyes,Construcción,N/A,"Rd. 154 KM 3.3 INT. Sect. Rio Jueyes, Coamo, Puerto Rico, 00769",18.024494,-66.333734,Improved Project - MCOA041 - Coamo Las Flores and Rio Jueyes Community Centers,PA-02-PR-4339-PW-04371,75261,67735,67735,7526,Coamo,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,03/09/2020,Proyecto 428
12274,107107.0,ROAD 154 URB. OTONIEL OLIVIERI SCT. SABANA HOYO,Construcción,70,"ROAD 154, COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project - MYAB046-YA-002- Basketball Court Jaime C. Rodríguez MCOA125 - Coamo Streets Sector Rio Jueyes, Frontera, Alquiler Madera, Sabana Hoyo Sector Otoniel",PA-02-PR-4339-PW-04424,163078,146770,65535,16308,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,07/05/2020,Proyecto 428
12276,107107.0,ROAD 14 INT. CALLEJON 3 NIAGARAS,Construcción,N/A,"ROAD 14 INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"MCOA176- Coamo Streets ROAD 14 INT. CALLEJON 2 & 3, NIAGARAS",PA-02-PR-4339-PW-04548,60458,54412,54412,6046,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,24/06/2020,Proyecto 428
12278,107107.0,BASKETBALL COURT WITH ROOF,Construcción,N/A,"ROAD 5556, COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project - MCOA094 - Coamo Baseball Field (Road 556 San Diego Sector, Pasto ward)",PA-02-PR-4339-PW-04597,68668,61801,61801,6867,Coamo,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Pequeño,19/05/2020,Proyecto 428
12280,107107.0,TERMINAL DE CARROS PUBLICOS/LEGISLATURA MUNICIPAL,Construcción,N/A,"ST. JOSE I. QUINTON, COAMO, Puerto Rico, 00769",18.080633,-66.35699,MCOA068-Coamo Terminal de Carros Públicos/ Legislatura Municipal (José I. Quintón Street),PA-02-PR-4339-PW-04878,16192,14573,14573,1619,Coamo,Huracán María (4339),Municipios,Categoría E - Edificios y equipo,Pequeño,11/05/2020,Proyecto 428
12282,107107.0,AQUAVENTURA,Construcción,55,"Rd. 138 km. 2.3 Av. Luis Muñoz Marin, Coamo, Puerto Rico, 00769",18.085386,-66.369195,MCOA104-Coamo Aquaventura (Rd. 138 Km 2.3 Av. Luis Muñoz Marín),PA-02-PR-4339-PW-05543,353784,318406,0,35378,Coamo,Huracán María (4339),Municipios,"Categoría G - Parques, instalaciones recreativas y otros",Grande,26/08/2020,Proyecto 428
12284,107107.0,ROAD 723 LA VEGA SECTOR PULGUILLA WARD,Construcción,90,"ROAD 723, COAMO, Puerto Rico, 00769",18.1351,-66.32353,"Road- Asphalt Repair-PR-723 Capilla, La Vega, Peronia, Los Vega, Los Vitali Sectors (Coamo)",PA-02-PR-4339-PW-05560,1682003,1513803,401391,168200,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,31/07/2020,Proyecto 428
12286,107107.0,ROAD 154 KM 3.3 INT (BEFORE THE BAKERY) RIO JUEYES SECTOR,Construcción,N/A,"ROAD 154, KM 3.3 INT (BEFORE THE BAKERY), COAMO, Puerto Rico, 00769",18.080633,-66.35699,A&E MCOA179- Coamo Road next to Bakery Rio Jueyes,PA-02-PR-4339-PW-06067,32139,28925,28925,3214,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Pequeño,13/08/2020,Proyecto 406
12288,107107.0,ROAD 5558 INT. CAMINO MARTINEZ SAN LUIS PASTO WARD,Adquisición de construcción,,"ROAD 5558, INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project - MCOA159-Coamo Streets Bo. Pasto Urb. Vistas de Coamo, Familia Flores, Camino Martínez, Camino Tom Negrón",PA-02-PR-4339-PW-06227,341490,307341,0,34149,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,30/09/2020,Proyecto 428
12290,107107.0,ROAD 5558 INT. CAMINO TOM NEGRON SAN LUIS  PASTO WARD,Adquisición de construcción,,"ROAD 5558, INT., COAMO, Puerto Rico, 00769",18.080633,-66.35699,"Improved Project - MCOA159-Coamo Streets Bo. Pasto Urb. Vistas de Coamo, Familia Flores, Camino Martínez, Camino Tom Negrón",PA-02-PR-4339-PW-06227,341490,307341,0,34149,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,30/09/2020,Proyecto 428
12292,107107.0,ROAD 155 KM 15.1 INT. EMAJAGUA (Los Carias),Construcción,75,"ROAD 155 KM 15.1 INT, COAMO, Puerto Rico, 00769",18.16675,-66.39695,Road-Asphalt Repair-PR-155 (Coamo),PA-02-PR-4339-PW-06232,2995969,2696372,70487,299597,Coamo,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,17/09/2020,Proyecto 428
12294,107107.0,Camino Los Ruises,Diseño,50,,18.220142,-66.253075,A&E MCOM010 - Higuero Bridges and Camino Jacana/Ruises,PA-02-PR-4339-PW-01829,416277,374649,248187,41628,Comerío,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,26/11/2019,Proyecto 428
12296,107107.0,Higuero Bridge 2,Diseño,40,,18.236149,-66.220413,A&E MCOM010 - Higuero Bridges and Camino Jacana/Ruises,PA-02-PR-4339-PW-01829,416277,374649,248187,41628,Comerío,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,26/11/2019,Proyecto 428
12298,107107.0,Higuero Bridge 3 - El Jobo,Diseño,45,,18.236732,-66.220413,A&E MCOM010 - Higuero Bridges and Camino Jacana/Ruises,PA-02-PR-4339-PW-01829,416277,374649,248187,41628,Comerío,Huracán María (4339),Municipios,Categoría C - Carreteras y puentes,Grande,26/11/2019,Proyecto 428
